Date,DateKey,IsMonthStart,Year,Quarter,YearQuarter,MonthNumber,Month,YearMonth,MonthYear,IsLatest,IsPrePandemicBase
2010-01-01,20100101,True,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-02,20100102,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-03,20100103,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-04,20100104,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-05,20100105,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-06,20100106,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-07,20100107,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-08,20100108,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-09,20100109,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-10,20100110,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-11,20100111,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-12,20100112,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-13,20100113,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-14,20100114,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-15,20100115,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-16,20100116,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-17,20100117,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-18,20100118,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-19,20100119,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-20,20100120,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-21,20100121,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-22,20100122,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-23,20100123,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-24,20100124,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-25,20100125,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-26,20100126,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-27,20100127,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-28,20100128,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-29,20100129,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-30,20100130,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-01-31,20100131,False,2010,Q1,2010 Q1,1,Jan,2010-01,Jan 2010,False,False
2010-02-01,20100201,True,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-02,20100202,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-03,20100203,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-04,20100204,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-05,20100205,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-06,20100206,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-07,20100207,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-08,20100208,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-09,20100209,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-10,20100210,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-11,20100211,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-12,20100212,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-13,20100213,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-14,20100214,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-15,20100215,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-16,20100216,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-17,20100217,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-18,20100218,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-19,20100219,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-20,20100220,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-21,20100221,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-22,20100222,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-23,20100223,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-24,20100224,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-25,20100225,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-26,20100226,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-27,20100227,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-02-28,20100228,False,2010,Q1,2010 Q1,2,Feb,2010-02,Feb 2010,False,False
2010-03-01,20100301,True,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-02,20100302,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-03,20100303,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-04,20100304,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-05,20100305,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-06,20100306,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-07,20100307,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-08,20100308,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-09,20100309,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-10,20100310,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-11,20100311,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-12,20100312,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-13,20100313,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-14,20100314,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-15,20100315,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-16,20100316,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-17,20100317,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-18,20100318,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-19,20100319,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-20,20100320,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-21,20100321,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-22,20100322,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-23,20100323,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-24,20100324,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-25,20100325,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-26,20100326,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-27,20100327,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-28,20100328,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-29,20100329,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-30,20100330,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-03-31,20100331,False,2010,Q1,2010 Q1,3,Mar,2010-03,Mar 2010,False,False
2010-04-01,20100401,True,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-02,20100402,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-03,20100403,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-04,20100404,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-05,20100405,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-06,20100406,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-07,20100407,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-08,20100408,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-09,20100409,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-10,20100410,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-11,20100411,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-12,20100412,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-13,20100413,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-14,20100414,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-15,20100415,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-16,20100416,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-17,20100417,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-18,20100418,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-19,20100419,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-20,20100420,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-21,20100421,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-22,20100422,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-23,20100423,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-24,20100424,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-25,20100425,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-26,20100426,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-27,20100427,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-28,20100428,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-29,20100429,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-04-30,20100430,False,2010,Q2,2010 Q2,4,Apr,2010-04,Apr 2010,False,False
2010-05-01,20100501,True,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-02,20100502,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-03,20100503,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-04,20100504,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-05,20100505,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-06,20100506,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-07,20100507,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-08,20100508,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-09,20100509,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-10,20100510,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-11,20100511,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-12,20100512,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-13,20100513,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-14,20100514,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-15,20100515,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-16,20100516,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-17,20100517,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-18,20100518,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-19,20100519,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-20,20100520,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-21,20100521,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-22,20100522,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-23,20100523,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-24,20100524,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-25,20100525,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-26,20100526,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-27,20100527,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-28,20100528,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-29,20100529,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-30,20100530,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-05-31,20100531,False,2010,Q2,2010 Q2,5,May,2010-05,May 2010,False,False
2010-06-01,20100601,True,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-02,20100602,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-03,20100603,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-04,20100604,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-05,20100605,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-06,20100606,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-07,20100607,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-08,20100608,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-09,20100609,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-10,20100610,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-11,20100611,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-12,20100612,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-13,20100613,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-14,20100614,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-15,20100615,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-16,20100616,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-17,20100617,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-18,20100618,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-19,20100619,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-20,20100620,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-21,20100621,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-22,20100622,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-23,20100623,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-24,20100624,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-25,20100625,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-26,20100626,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-27,20100627,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-28,20100628,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-29,20100629,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-06-30,20100630,False,2010,Q2,2010 Q2,6,Jun,2010-06,Jun 2010,False,False
2010-07-01,20100701,True,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-02,20100702,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-03,20100703,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-04,20100704,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-05,20100705,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-06,20100706,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-07,20100707,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-08,20100708,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-09,20100709,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-10,20100710,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-11,20100711,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-12,20100712,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-13,20100713,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-14,20100714,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-15,20100715,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-16,20100716,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-17,20100717,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-18,20100718,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-19,20100719,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-20,20100720,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-21,20100721,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-22,20100722,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-23,20100723,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-24,20100724,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-25,20100725,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-26,20100726,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-27,20100727,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-28,20100728,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-29,20100729,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-30,20100730,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-07-31,20100731,False,2010,Q3,2010 Q3,7,Jul,2010-07,Jul 2010,False,False
2010-08-01,20100801,True,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-02,20100802,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-03,20100803,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-04,20100804,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-05,20100805,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-06,20100806,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-07,20100807,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-08,20100808,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-09,20100809,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-10,20100810,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-11,20100811,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-12,20100812,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-13,20100813,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-14,20100814,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-15,20100815,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-16,20100816,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-17,20100817,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-18,20100818,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-19,20100819,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-20,20100820,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-21,20100821,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-22,20100822,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-23,20100823,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-24,20100824,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-25,20100825,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-26,20100826,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-27,20100827,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-28,20100828,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-29,20100829,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-30,20100830,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-08-31,20100831,False,2010,Q3,2010 Q3,8,Aug,2010-08,Aug 2010,False,False
2010-09-01,20100901,True,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-02,20100902,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-03,20100903,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-04,20100904,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-05,20100905,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-06,20100906,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-07,20100907,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-08,20100908,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-09,20100909,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-10,20100910,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-11,20100911,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-12,20100912,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-13,20100913,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-14,20100914,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-15,20100915,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-16,20100916,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-17,20100917,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-18,20100918,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-19,20100919,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-20,20100920,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-21,20100921,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-22,20100922,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-23,20100923,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-24,20100924,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-25,20100925,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-26,20100926,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-27,20100927,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-28,20100928,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-29,20100929,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-09-30,20100930,False,2010,Q3,2010 Q3,9,Sep,2010-09,Sep 2010,False,False
2010-10-01,20101001,True,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-02,20101002,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-03,20101003,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-04,20101004,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-05,20101005,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-06,20101006,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-07,20101007,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-08,20101008,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-09,20101009,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-10,20101010,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-11,20101011,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-12,20101012,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
2010-10-13,20101013,False,2010,Q4,2010 Q4,10,Oct,2010-10,Oct 2010,False,False
