Date,DateKey,IsMonthStart,Year,Quarter,YearQuarter,MonthNumber,Month,YearMonth,MonthYear,IsLatest,IsPrePandemicBase
2017-06-11,20170611,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-12,20170612,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-13,20170613,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-14,20170614,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-15,20170615,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-16,20170616,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-17,20170617,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-18,20170618,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-19,20170619,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-20,20170620,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-21,20170621,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-22,20170622,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-23,20170623,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-24,20170624,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-25,20170625,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-26,20170626,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-27,20170627,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-28,20170628,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-29,20170629,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-06-30,20170630,False,2017,Q2,2017 Q2,6,Jun,2017-06,Jun 2017,False,False
2017-07-01,20170701,True,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-02,20170702,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-03,20170703,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-04,20170704,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-05,20170705,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-06,20170706,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-07,20170707,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-08,20170708,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-09,20170709,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-10,20170710,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-11,20170711,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-12,20170712,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-13,20170713,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-14,20170714,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-15,20170715,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-16,20170716,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-17,20170717,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-18,20170718,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-19,20170719,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-20,20170720,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-21,20170721,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-22,20170722,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-23,20170723,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-24,20170724,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-25,20170725,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-26,20170726,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-27,20170727,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-28,20170728,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-29,20170729,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-30,20170730,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-07-31,20170731,False,2017,Q3,2017 Q3,7,Jul,2017-07,Jul 2017,False,False
2017-08-01,20170801,True,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-02,20170802,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-03,20170803,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-04,20170804,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-05,20170805,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-06,20170806,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-07,20170807,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-08,20170808,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-09,20170809,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-10,20170810,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-11,20170811,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-12,20170812,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-13,20170813,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-14,20170814,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-15,20170815,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-16,20170816,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-17,20170817,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-18,20170818,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-19,20170819,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-20,20170820,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-21,20170821,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-22,20170822,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-23,20170823,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-24,20170824,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-25,20170825,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-26,20170826,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-27,20170827,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-28,20170828,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-29,20170829,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-30,20170830,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-08-31,20170831,False,2017,Q3,2017 Q3,8,Aug,2017-08,Aug 2017,False,False
2017-09-01,20170901,True,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-02,20170902,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-03,20170903,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-04,20170904,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-05,20170905,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-06,20170906,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-07,20170907,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-08,20170908,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-09,20170909,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-10,20170910,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-11,20170911,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-12,20170912,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-13,20170913,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-14,20170914,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-15,20170915,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-16,20170916,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-17,20170917,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-18,20170918,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-19,20170919,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-20,20170920,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-21,20170921,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-22,20170922,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-23,20170923,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-24,20170924,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-25,20170925,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-26,20170926,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-27,20170927,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-28,20170928,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-29,20170929,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-09-30,20170930,False,2017,Q3,2017 Q3,9,Sep,2017-09,Sep 2017,False,False
2017-10-01,20171001,True,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-02,20171002,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-03,20171003,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-04,20171004,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-05,20171005,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-06,20171006,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-07,20171007,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-08,20171008,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-09,20171009,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-10,20171010,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-11,20171011,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-12,20171012,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-13,20171013,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-14,20171014,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-15,20171015,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-16,20171016,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-17,20171017,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-18,20171018,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-19,20171019,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-20,20171020,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-21,20171021,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-22,20171022,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-23,20171023,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-24,20171024,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-25,20171025,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-26,20171026,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-27,20171027,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-28,20171028,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-29,20171029,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-30,20171030,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-10-31,20171031,False,2017,Q4,2017 Q4,10,Oct,2017-10,Oct 2017,False,False
2017-11-01,20171101,True,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-02,20171102,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-03,20171103,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-04,20171104,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-05,20171105,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-06,20171106,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-07,20171107,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-08,20171108,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-09,20171109,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-10,20171110,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-11,20171111,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-12,20171112,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-13,20171113,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-14,20171114,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-15,20171115,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-16,20171116,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-17,20171117,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-18,20171118,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-19,20171119,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-20,20171120,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-21,20171121,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-22,20171122,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-23,20171123,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-24,20171124,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-25,20171125,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-26,20171126,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-27,20171127,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-28,20171128,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-29,20171129,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-11-30,20171130,False,2017,Q4,2017 Q4,11,Nov,2017-11,Nov 2017,False,False
2017-12-01,20171201,True,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-02,20171202,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-03,20171203,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-04,20171204,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-05,20171205,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-06,20171206,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-07,20171207,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-08,20171208,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-09,20171209,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-10,20171210,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-11,20171211,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-12,20171212,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-13,20171213,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-14,20171214,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-15,20171215,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-16,20171216,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-17,20171217,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-18,20171218,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-19,20171219,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-20,20171220,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-21,20171221,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-22,20171222,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-23,20171223,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-24,20171224,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-25,20171225,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-26,20171226,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-27,20171227,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-28,20171228,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-29,20171229,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-30,20171230,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2017-12-31,20171231,False,2017,Q4,2017 Q4,12,Dec,2017-12,Dec 2017,False,False
2018-01-01,20180101,True,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-02,20180102,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-03,20180103,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-04,20180104,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-05,20180105,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-06,20180106,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-07,20180107,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-08,20180108,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-09,20180109,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-10,20180110,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-11,20180111,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-12,20180112,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-13,20180113,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-14,20180114,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-15,20180115,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-16,20180116,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-17,20180117,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-18,20180118,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-19,20180119,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-20,20180120,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-21,20180121,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-22,20180122,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-23,20180123,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-24,20180124,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-25,20180125,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-26,20180126,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-27,20180127,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-28,20180128,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-29,20180129,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-30,20180130,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-01-31,20180131,False,2018,Q1,2018 Q1,1,Jan,2018-01,Jan 2018,False,False
2018-02-01,20180201,True,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-02,20180202,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-03,20180203,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-04,20180204,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-05,20180205,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-06,20180206,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-07,20180207,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-08,20180208,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-09,20180209,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-10,20180210,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-11,20180211,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-12,20180212,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-13,20180213,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-14,20180214,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-15,20180215,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-16,20180216,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-17,20180217,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-18,20180218,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-19,20180219,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-20,20180220,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-21,20180221,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-22,20180222,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-23,20180223,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-24,20180224,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-25,20180225,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-26,20180226,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-27,20180227,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-02-28,20180228,False,2018,Q1,2018 Q1,2,Feb,2018-02,Feb 2018,False,False
2018-03-01,20180301,True,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-02,20180302,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-03,20180303,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-04,20180304,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-05,20180305,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-06,20180306,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-07,20180307,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-08,20180308,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-09,20180309,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-10,20180310,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-11,20180311,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-12,20180312,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-13,20180313,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-14,20180314,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-15,20180315,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-16,20180316,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-17,20180317,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-18,20180318,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-19,20180319,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-20,20180320,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
2018-03-21,20180321,False,2018,Q1,2018 Q1,3,Mar,2018-03,Mar 2018,False,False
